Names,Website,Phone Number,Address,Review Count,Average Review Count,Delivery,Type,Opens At
Kiran and Kashi Constuctions,kiran-kashi.com,08023423740,"S-1718 Swarup Bhavan, Dr Rajkumar Rd, 2nd Stage, Rajajinagar, Bengaluru, Karnataka 560010",17.0,4.2,No,Real Estate Builders & Construction Company,
Civilcon Infra,,08023421554,"57th Cross Rd, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010",25.0,4.8,No,Real Estate Builders & Construction Company, Opens 10am
Nava Nakshatra Homes Private Limited,nnhomes.in,09880865041,"Golden House, 1697/36, 1st floor, Dr Rajkumar Rd, near ICICI Bank, Rajajinagar, Bengaluru, Karnataka 560021",83.0,4.5,No,Real Estate Builders & Construction Company, Opens 9am Mon
Preethi Engineering & Associates,preethiengg.net,09845752064,"190, 17th Main, 49th Cross Rd, 3rd Block, Rajajinagar, Bengaluru, Karnataka 560010",18.0,4.6,No,Real Estate Builders & Construction Company,
Sr Construction,srconstructions.in,09845397866,"1223, 15th Cross, 19th Main, Near-Ananya Hospital, Rajaji Nagar, Bengaluru, Karnataka 560010",2.0,2.5,No,Real Estate Builders & Construction Company, Opens 8am Mon
Stavara Projects India Private Limited,,08023528028,"1176/D, 4th Cross, Behind Vivek Vardhini School, Prakash Nagar, Bengaluru, Karnataka 560021",6.0,4.3,No,Real Estate Builders & Construction Company, Opens 9am Mon
Ultra Max Services India Pvt Ltd,ultramaxindia.com,09148452505,"1723/D 2nd Floor, Mahakavi Kuvempu Rd, 2nd Block, 2nd Stage, Rajajinagar, Bengaluru, Karnataka 560010",196.0,4.6,No,Real Estate Builders & Construction Company, Opens 9am
Sri Venus Building Constructions,,09916303662,"Sri Venus Building Constructions, Prop. Mr.P.Arumugam Door No.1214/6, Ground Floor, 5th Cross, 12th Main Road, Dr Rajkumar Rd, opposite to Hyundai Showroom in, Prakash Nagar, Rajajinagar, Bengaluru, Karnataka 560021",5.0,4.6,No,Contractor,
B.S. Constructions,bsconstructions.in,08023424088,"No. 173/A, 14th Cross Rd, 1st Block, Rajajinagar, Bengaluru, Karnataka 560010",9.0,5.0,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
HONGAL PROJECTS,hongalprojects.com,08029530555,"#79/A, 2nd Block, 19th Main, 22nd Cross Rd, Rajajinagar, Bengaluru, Karnataka 560010",10.0,4.9,No,Real Estate Builders & Construction Company,
"High Tech Constructions, Engineers & Developers",hightechconstructions.com,09845067916,"5, 5th D Cross Rd, RMV, Stage 2, Sanjayanagara, Bengaluru, Karnataka 560094",23.0,4.7,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
buildAhome,buildahome.in,07090005600,"552, 7th Main Rd, AGS Layout, Dollars Colony, R.M.V. 2nd Stage, Bengaluru, Karnataka 560094",774.0,4.3,No,Real Estate Builders & Construction Company,
Discoy construction pvt ltd,discoy.net,08023416491,"11,2nd Floor, 5th Main Rd, above ice cream parlour, Dollars Colony, R.M.V. 2nd Stage, Bengaluru, Karnataka 560094",47.0,3.8,No,Real Estate Builders & Construction Company,
Ruddhi Builders & Consultants,ruddhiconstructions.com,09886777392,"OPP: KANTHI SWEETS, 2, 1ST FLOOR, New BEL Rd, RMV 2nd Stage, HIG HOUSE, Dollars Colony, Bengaluru, Karnataka 560094",20.0,4.8,No,Home builder, Opens 9:30am Mon
VeVe Constructions Pvt. Ltd.,veveconstructions.in,09972152180,"No. 1332/A, 4th Main Rd, Bharath Nagar, BEL Layout, 2nd Stage, Bharat Nagar, Bengaluru, Karnataka 560091",39.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am
CUTE HOMES-Engineers & Contractors,vasuconstructions.in,08151908055,"3, Ground Floor, 9th A Cross Rd, Sector A, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064",97.0,5.0,No,Civil engineering company,
Vasu Constructions and Builders - Yelahanka New Town,vasuconstructions.in,08151908055,"3, Ground Floor, 9th A Cross Rd, Sector A, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064",94.0,5.0,No,Civil engineering company, Opens 9:30am
VDM Construction Company,vdmconstructions.com,09611112582,"203/B, 203, 18th C Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",63.0,4.6,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
VDM Construction Company,vdmconstructions.com,09611112582,"203/B, 203, 18th C Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",26.0,5.0,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
NCS Construction Engineers & Contractors,,09886690180,"#409,4th floor,Anjandri Enclave, 9th Cross Rd, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka 560096",53.0,4.9,No,Real Estate Builders & Construction Company,
MITHUNA CONSTRUCTIONS PVT.LTD.,,09742265306,"150/70, Srirampura Village Main Rd, Phase III, Srirampura, Jakkur, Bengaluru, Karnataka 560064",19.0,4.6,No,Real Estate Builders & Construction Company,
Behl Construction Company,behlconstruction.com,09343771149,"12 , 3rd Floor, ANUKRITI COMPLEX, Double Rd, B.G, S.LAYOUT, Jakkuru, Bengaluru, Karnataka 560064",59.0,4.2,No,Real Estate Builders & Construction Company, Opens 9:15am Mon
S K Lithu Constructions,sklithuconstructions.in,09986341304,"No 16, Post, near Govt School, Srirampura, Jakkur, Bengaluru, Karnataka 560064",18.0,4.7,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
RGC INFRASTRUCTURE PRIVATE LIMITED,,09591278989,"173, 8TH CROSS, P & T LAYOUT, RACHENAHALLI, Railway Parallel Rd, near MANYATA TECH PARK, Dr.S.R.K. Nagar post, Thanisandra, Bengaluru, Karnataka 560077",,,No,Real Estate Builders & Construction Company,
CIVIL GROUP CONSTRUCTIONS,,08123992645,"194 Kastle Amrut A301 3rd main 5th cross 9th block, Talacauvery Layout, Amrutahalli, Bengaluru, Karnataka 560092",1.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
Transatlantic Infraprojects Pvt Ltd,tainfra.com,08030723485,"Amruthahalli Main Rd, Talacauvery Layout, Jakkuru Layout, Byatarayanapura, Bengaluru, Karnataka 560092",78.0,4.1,No,Real Estate Builders & Construction Company,
Vasu Constructions and Builders - Yelahanka New Town,vasuconstructions.in,08151908055,"3, Ground Floor, 9th A Cross Rd, Sector A, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064",12.0,5.0,No,Civil engineering company, Opens 8am
Best construction company in bangalore,,09738983290,"2nd Cross, Hidayath Nagar, Lidkar Colony, Kadugondanahalli, Bengaluru, Karnataka 560045",94.0,5.0,No,Real Estate Builders & Construction Company,
CUTE HOMES-Engineers & Contractors,cutehomes.net,09148484841,"93, RAGALAYA, First Floor, 2nd Cross Rd, Sonnappa Layout, H A Farm Post, Bhuvaneswari Nagar, Byatarayanapura, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",9.0,5.0,No,Construction and maintenance office, Opens 9am Mon
Massline Engineers,massline.co.in,08042133124,"53, 4th Cross, B Sector Near Amrutahalli Police Station, Amrutahalli, Bengaluru, Karnataka 560092",97.0,5.0,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Massline Engineers,massline.co.in,08042133124,"53, 4th Cross, B Sector Near Amrutahalli Police Station, Amrutahalli, Bengaluru, Karnataka 560092",22.0,4.5,No,Real Estate Builders & Construction Company,
JAHNAVI CONSTRUCTIONS,,09538808700,"11, 8th Cross Road, BEML 3rd Stage, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",17.0,4.9,No,Construction and maintenance office,
YRC Construction & Interior Designers,yrc-constructions.com,09845864897,"1392, 6th Main Rd, 1st Phase, BEML Layout, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",25.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
C-WILL ENGINEERS AND ARCHITECTS,c-will.in,09036474123,"502, 1st A Cross Rd, Ideal Homes Layout, Kenchenhalli, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",61.0,4.9,No,Real Estate Builders & Construction Company,
BELAKU CONSTRUCTION,,09482019945,"203, BEML Complex, Jawaharlal Nehru Rd, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",4.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am Sun
Samskruthi Associates,,08660570711,"40 , Gattigere New Extn, BEML 3rd Stage, Complex, Bengaluru, Karnataka 560098",8.0,5.0,No,Civil engineering company, Opens 9:30am Mon
GOUPRA CONSTRUCTIONS,business.google.com,09916662278,"III Stage 3 Block, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",50.0,3.2,No,Steel construction company,
BHOOMI ENGINEERS AND BUILDERS,,09845375392,"880, 60 Feet Rd, 4th stage, BEML Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",9.0,5.0,No,Civil engineering company, Opens 10am Sun
Swapnapurti Constructions Bangalore,swapnapurticonstructions.com,09740554457,"park view Building, 200/1, BEML Layout, opp. Police station, 4th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",2.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
PlanPick - Constructions and Interiors,planpick.in,09606859510,"936, 3rd Floor, Kengeri Main road, Channasandra, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",10.0,5.0,No,Real Estate Builders & Construction Company,
Architricks,,09845552998,"27, BEML Layout, 5th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",6.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
Shorai Ventures Pvt Ltd,,07625035963,"2nd Floor 1130 Jawaharlal Nehru, Main Rd, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",2.0,5.0,No,Real Estate Builders & Construction Company,
Radi Constructions (Home constructions | Comercial Building constructions),radiconstructions.com,09341939495,"3rd Floor, LR Patel Complex, 15, Gurumurthy Reddy Layout, Ramamurthy Nagar, Bengaluru, Karnataka 560016",13.0,4.9,No,Real Estate Builders & Construction Company,
Aruma Constructions LLP.,,08065641234,"43/A, ""AARYAN, Dr DV Gundappa Rd, Narayana Reddy Layout, Manjunatha Layout, Ramamurthy Nagar, Bengaluru, Karnataka 560016",15.0,3.8,No,Civil engineer, Opens 10am
Shara Constructions,sharaconstructions.in,08050066109,"1, 8th Cross Rd, Sir M V Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 16",1.0,5.0,No,Real Estate Builders & Construction Company,
DH Constructions,,09844109699,"197, 3rd main road, 9th Main Rd, next to maithry vidyanikethan school, Ramamurthy Nagar, Bengaluru, Karnataka 560016",1.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am
Entriex Infraastructure Private Limited,entriex.com,09731211664,"63/1, 3rd floor, Balaji Arcade, green park Layout, Ramamurthy Nagar main, road, Banaswadi, Bengaluru, Karnataka 560043",42.0,4.2,No,Interior fitting contractor, Opens 10am
JJ Builderz,jjbuilderz.com,08197315149,"175/8 Jai Gopal Rashtrothana Vidyakendra School Road, Ramamurthy Nagar, Bengaluru, Karnataka 560016",3.0,5.0,No,Construction and maintenance office, Opens 9am
Aruma Constructions LLP.,,08065641234,"43/A, ""AARYAN, Dr DV Gundappa Rd, Narayana Reddy Layout, Manjunatha Layout, Ramamurthy Nagar, Bengaluru, Karnataka 560016",15.0,3.8,No,Civil engineer,
Radi Constructions (Home constructions | Comercial Building constructions),radiconstructions.com,09341939495,"3rd Floor, LR Patel Complex, 15, Gurumurthy Reddy Layout, Ramamurthy Nagar, Bengaluru, Karnataka 560016",13.0,4.9,No,Real Estate Builders & Construction Company, Opens 10am Sun
DH Constructions,,09844109699,"197, 3rd main road, 9th Main Rd, next to maithry vidyanikethan school, Ramamurthy Nagar, Bengaluru, Karnataka 560016",1.0,5.0,No,Real Estate Builders & Construction Company,
Shara Constructions,sharaconstructions.in,08050066109,"1, 8th Cross Rd, Sir M V Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 16",1.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
ARHA ENTERPRISES,arhaenterprises.in,09886864488,"No 72 A 2nd main, NRI Layout Main Rd, Ramamurthy Nagar, Bengaluru, Karnataka 560016",1.0,5.0,No,Real Estate Builders & Construction Company,
A H R ENTERPRISES,,09900205555,"#3, Sy No-41, G-5, T.C.Palya Main Road,Akshaya Nagar 2nd Block Near SBI Bank, next to IDEAL NUTS, Bengaluru, Karnataka 560016",1.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am Sun
JJ Builderz,jjbuilderz.com,08197315149,"175/8 Jai Gopal Rashtrothana Vidyakendra School Road, Ramamurthy Nagar, Bengaluru, Karnataka 560016",5.0,5.0,No,Construction and maintenance office, Opens 9am Sun
Rightcon Constructions Pvt Ltd - Premium Construction Contractors,rightcon.in,09606592959,"403, 8th B Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",28.0,4.9,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
CIVIL ENGINEERING CONSTRUCTION COMPANY- CECC,,08041499372,"2nd floor, #48/33, 50 Feet Main Rd, Srinivasanagara, Hanumanthnagar, Banashankari 1st Stage, Basavanagudi, Bengaluru, Karnataka 560019",9.0,4.9,No,Real Estate Builders & Construction Company, Opens 10am Sun
Reddy Veeranna Construction P Ltd,,08022215152,"9/1, Second Floor, Richmond Rd, Classic Paradise Layout, Richmond Town, Bengaluru, Karnataka 560025",20.0,4.1,No,Real Estate Builders & Construction Company, Opens 10am Mon
Rachana Constructions (Turnkey-projects),rachanaconstructions.in,08088798772,"22, 1st main Road, Banakshankari 6th Stage, 11th Block srinivapura Gaanakallu, Kengeri-Uttarahalli main road, Dr, Vishnuvardhana Road, Bengaluru, Karnataka 560060",249.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
ANAND GROUP,anand-group.com,09190352233,"3rd floor, Sharda Plaza, No.56, 9th Main Rd, opp. SBM, Jaya Nagar 1st Block, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011",14.0,4.9,No,Real Estate Builders & Construction Company,
Engineers Innovation Group of Company,eigs.in,09742743973,"1361, 3rd Floor, Grand Arcade, S End Rd, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069",25.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
NT Constructions,,08073655139,"1869/D, Pipeline Rd, near Balamuri Ganapathi Temple, 2nd Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",129.0,4.8,No,Real Estate Builders & Construction Company, Opens 11am Sun
Siddhashri Associates Construction and Home Interiors,siddhashri.com,08050508444,"1192 19th Main, 20th B Cross Rd, A Block, Sahakar Nagar, Bengaluru, Karnataka 560092",100.0,5.0,No,Interior construction contractor, Opens 9:30am Sun
Yashas Construction,suvasthuk.com,09480444666,"F6, 17/2, 1st Floor, Kodigehalli Main Rd, Sahakar Nagar, Sanjeevini Nagar, Bengaluru, Karnataka 560092",2.0,5.0,No,Real Estate Builders & Construction Company, Opens 8:30am Sun
"RRB CONSTRUCTION AND INTERIOR, BUILDING CONTRACTORS",rrbconstructions.com,09606824848,"No: 676, Beleku, Rajiv Gandhi Nagar, Nti Layout, 2nd Phase, Bengaluru, Karnataka 560097",11.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am Mon
"BSR Infratech India Ltd.,",bsriil.com,08023623700,"#851, D-Block, 15th Main Rd, near Hebbal, CQAL Layout, Sahakar Nagar, Hebbal Kempapura, Bengaluru, Karnataka 560092",247.0,4.4,No,Contractor,
HABITAT Construction and Consulting Engineers,,08197498848,"2601, near Skating Park, E Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",2.0,5.0,No,Construction and maintenance office, Opens 9am Sun
MN Associates,,09008166422,"#137, 3rd floor, 60 Feet Rd, CQAL Layout, Sahakar Nagar, Bengaluru, Karnataka 560092",2.0,4.3,No,Real Estate Builders & Construction Company,
Shivanshi Constructions,,09739807299,"186/14, Basement Floor, JC Complex, Sirur Park Rd, Jai Bheema Nagar, Seshadripuram, Bengaluru, Karnataka 560020",16.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
Sree Vriddhi Constructions,business.google.com,08951703804,"J, 103, 2nd Cross Rd, near Ganesh Temple Complex, Anjaneya block, Seshadripuram, Bengaluru, Karnataka 560003",2.0,5.0,No,Civil engineering company,
Soundarya Constructions,soundaryaconstructions.com,09164359777,"XHRF+RWP, 2nd Main Rd, Jai Bheema Nagar, Seshadripuram, Bengaluru, Karnataka 560020",133.0,5.0,No,Real Estate Builders & Construction Company,
NCS Construction Engineers & Contractors,,09886690180,"#409,4th floor,Anjandri Enclave, 9th Cross Rd, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka 560096",35.0,4.9,No,Civil engineering company, Opens 9am Mon
NCS Construction Engineers & Contractors,rkipl.in,08041123435,"2nd Floor, Opp: UB city, Eden Park, # No. 20, 204, Vittal Mallya Rd, Bengaluru, Karnataka 560001",53.0,4.9,No,Real Estate Builders & Construction Company,
Rightcon Constructions Pvt Ltd - Premium Construction Contractors,rightcon.in,09606592959,"403, 8th B Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",58.0,4.4,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
SR Constructions,,08023611060,"2A,2ndfloor,sycon polaris, 1/4 58, 8th Main Rd, Sadashiva Nagar, Armane Nagar, Bengaluru, Karnataka 560080",31.0,4.3,No,Real Estate Builders & Construction Company,
CIVIL CONTRACTORS IN BANGALORE,,09164949900,"No-849,1st Floor, 4th Main Road, 12th Cross, Opp.Ashraya PlayHome, Near BDA, Complex, 1st Stage, Indiranagar, Bengaluru, Karnataka 560038",31.0,4.3,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
"Ram Nand Constructions, Builders & Promoters",,09845139688,"Swasthi, 47/2 , Thanga Nilaya, Millennium Ave, Shanti Nagar, Bengaluru, Karnataka 560027",6.0,3.5,No,Real Estate Builders & Construction Company, Opens 9am
"Ram Nand Constructions, Builders & Promoters",,09845139688,"Swasthi, 47/2 , Thanga Nilaya, Millennium Ave, Shanti Nagar, Bengaluru, Karnataka 560027",15.0,4.8,No,Real Estate Builders & Construction Company,
Wasat Constructions,wasatconstructions.com,08792617018,"ICICI Bank building, Wasat constructions 55, Coles Rd, Cleveland Town, Cox Town, Bengaluru, Karnataka 560005",15.0,4.8,No,Real Estate Builders & Construction Company, Opens 8am Mon
Wasat Constructions,wasatconstructions.com,08792617018,"ICICI Bank building, Wasat constructions 55, Coles Rd, Cleveland Town, Cox Town, Bengaluru, Karnataka 560005",20.0,4.8,No,Real Estate Builders & Construction Company, Opens 8am Mon
VR masonry civil & renovation Bangalore,sites.google.com,09113280297,"803 1st floor, 8th Cross Rd, near chennammankkre, Manjunatha Colony, Thyagaraja Nagar, Banashankari, Bengaluru, Karnataka 560070",20.0,4.8,No,Masonry contractor,
SP Associates,,09342810250,"127, 12th Cross Rd, Dollar Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",22.0,5.0,No,Construction and maintenance office, Opens 9am Mon
SRIAMEYA PROJECTS INDIA PVT LTD,sriameya.com,08026594388,"No:1, Sudharsanamma Arcade, 3rd floor ,, 8th cross, 24th main road , JP nagar 2nd Phase, Bengaluru, Karnataka 560078",14.0,4.9,No,Real Estate Builders & Construction Company, Opens 7:30am Sun
KAILASHDEV INFRASTRUCTURE INDIA PRIVATE LIMITED,kailashdev.com,09739619191,"No. 474, RBI Layout, Main Road, JP Nagar 7th Phase, Bengaluru, Karnataka 560078",36.0,4.4,No,Real Estate Builders & Construction Company, Opens 10am Sun
VINAYAKA CONSTRUCTIONS,vinayakaconstructions.com,08035814844,"20, M.V Complex, Kothnur Dinne Main Rd, opp. Union Bank, Navodaya Nagar, JP Nagar 7th Phase, Bengaluru, Karnataka 560078",19.0,5.0,No,Real Estate Builders & Construction Company,
